0,-0.0022726,0.498048,461.006,1.00098,1,0,0,0.000976562,83.0371,235.662,16,15.8594,0.991211,0,0.00878906
1,-0.00325558,0.498476,461.015,1.00391,1.00293,0,0,0.000976562,83.0371,235.518,16.001,15.8438,1.97168,0,0.0185547
2,-0.0150511,0.49069,461.044,1.01074,1.00391,0,0.00195312,0.00195312,82.9648,235.64,16,15.6572,2.9082,0,0.0400391
3,-0.00816983,0.495095,461.051,1.01172,1.00293,0,0.00195312,0.00195312,82.9014,235.693,16.0039,15.7656,3.84961,0,0.0537109
4,0.000676864,0.499513,461.051,1.01367,1.00391,0,0.00195312,0.00195312,82.9014,235.681,16.0049,15.9102,4.82031,0,0.0585938
5,-0.0111187,0.493622,461.061,1.01465,1.00195,0,0.00292969,0.00292969,82.7988,235.715,16.0029,15.7236,5.7207,0,0.0742188
6,-0.0042381,0.49706,461.066,1.01758,1.00195,0,0.00292969,0.00292969,82.7539,235.434,16.0029,15.8311,6.64551,0,0.0849609
7,-0.000306097,0.499023,461.067,1.01758,1.00195,0,0.00292969,0.00292969,82.7852,235.434,16.0029,15.8936,7.59082,0,0.0917969
8,-0.00423808,0.49706,461.072,1.0166,1.00098,0,0.00292969,0.00292969,82.793,235.453,16.0029,15.8311,8.49414,0,0.102539
9,-0.00423826,0.497062,461.076,1.01758,1.00098,0,0.00292969,0.00292969,82.8457,235.453,16.0029,15.8311,9.38672,0,0.111328
10,-0.010136,0.494118,461.091,1.02148,1.00488,0,0.00292969,0.00292969,82.8857,235.439,16.0059,15.7373,10.2051,0,0.126953
11,-0.00227193,0.498038,461.098,1.02051,1.00391,0,0.00292969,0.00292969,82.8359,235.393,16.0059,15.8652,11.1074,0,0.134766
12,-0.00620402,0.496078,461.104,1.02148,1.00391,0,0.00292969,0.00292969,82.8779,235.239,16.0059,15.8027,11.9531,0,0.145508
13,-0.0101359,0.494117,461.104,1.02637,1.00488,0,0.00390625,0.00390625,82.9424,235.127,16.0068,15.7402,12.7207,0,0.15918
14,-0.00522084,0.496566,461.11,1.02637,1.00195,0,0.00488281,0.00488281,82.834,235.159,16.0049,15.8193,13.5518,0,0.169922
15,-0.00128919,0.498534,461.118,1.0293,1.00098,0,0.00488281,0.00488281,82.7979,235.108,16.0049,15.8789,14.4404,0,0.177734
16,-0.00325534,0.497555,461.126,1.0332,1.00098,0,0.00585938,0.00585938,82.7617,234.854,16.0068,15.8486,15.2773,0,0.186523
17,-0.00522107,0.496569,461.125,1.03223,1,0,0.00585938,0.00585938,82.7793,234.771,16.0059,15.8184,16.0869,0,0.193359
18,-0.00227253,0.498049,461.129,1.0332,0.999023,0,0.00585938,0.00585938,82.7793,234.839,16.0088,15.8652,16.9219,0,0.200195
19,-0.00718729,0.495593,461.136,1.03711,1.00098,0,0.00585938,0.00585938,82.7793,234.691,16.0098,15.7891,17.7119,0,0.210938
20,-0.00718683,0.495586,461.143,1.03809,1.00195,0,0.00585938,0.00585938,82.8564,234.755,16.0127,15.791,18.458,0,0.217773
21,-0.00128881,0.498043,461.146,1.03711,1,0,0.00585938,0.00585938,82.833,234.555,16.0127,15.8877,19.2871,0,0.225586
