0,-1,0,462,1,1,0,0,0,83,236,16,0,0,0,0
1,-1,8.20081e-33,462,1,1,0,0,0,83,236,16,0,0,0,0
2,-1,5.77329e-30,461,1,1,0,0,0,83,236,16,0,0,0,0
3,-1,5.78142e-37,462,1,1,0,0,0,83,236,16,0,0,0,0
4,-1,4.44576e-34,461,1,1,0,0,0,83,236,16,0,0,0,0
5,-1,2.15239e-42,461,1,1,0,0,0,83,195,16,0,0,0,0
6,-1,0,462,1,1,0,0,0,69,230,16,0,0,0,0
7,-1,1.35978e-32,461,1,1,0,0,0,83,236,16,0,0,0,0
8,-1,3.06147e-27,461,1,1,0,0,0,83,236,16,0,0,0,0
9,-1,0,462,1,1,0,0,0,83,236,16,0,0,0,0
10,-1,1.43789e-34,461,1,1,0,0,0,83,236,16,0,0,0,0
11,-1,0,464,1,1,0,0,0,83,236,16,0,0,0,0
12,-1,0,462,1,1,0,0,0,83,236,16,0,0,0,0
13,-1,1.00915e-34,459,1,1,0,0,0,83,236,16,0,0,0,0
14,-1,0,461,1,1,0,0,0,83,236,16,0,0,0,1
15,-1,5.42319e-35,463,1,1,0,0,0,69,270,17,0,0,0,0
16,-1,5.63535e-36,462,0,0,0,0,0,46,184,16,0,0,0,0
17,-1,2.02832e-36,462,1,1,0,0,0,124,236,16,0,0,0,0
18,-1,6.74022e-29,461,2,2,0,0,0,83,236,16,0,0,0,0
19,-1,8.21171e-33,461,1,1,0,0,0,83,236,16,0,0,0,0
20,-1,2.0906e-32,461,1,1,0,0,0,83,236,16,0,0,0,0
21,-1,0,463,1,1,0,0,0,83,236,16,0,0,0,0
22,-1,1.18084e-26,463,1,1,0,0,0,83,236,16,0,0,0,0
23,-1,0,462,1,1,0,0,0,83,236,16,0,0,0,0
24,-1,0,463,1,1,0,0,0,83,243,16,0,0,0,0
25,-1,0,460,1,1,0,0,0,83,236,16,0,0,0,0
26,-1,0,460,1,1,0,0,0,83,236,16,0,0,0,0
27,-1,4.18574e-29,462,1,1,0,0,0,124,236,16,0,0,0,0
28,-1,1.76897e-31,462,1,1,0,0,0,83,236,16,0,0,0,0
29,-1,6.72623e-43,466,1,1,0,0,0,153,219,16,0,0,0,0
30,-1,3.97679e-29,461,4,4,0,0,0,108,236,16,0,0,0,0
31,-1,0,460,1,1,0,0,0,83,236,16,0,0,0,0
32,-1,4.88265e-36,461,1,1,0,0,0,83,236,16,0,0,0,0
33,-1,0,460,1,1,0,0,0,83,259,16,0,0,0,0
34,-1,0,460,1,1,0,0,0,83,283,16,0,0,0,0
35,-1,5.32532e-26,460,1,1,0,0,0,83,236,16,0,0,0,0
36,-1,7.78812e-31,460,1,1,0,0,0,83,236,16,0,0,0,0
37,-1,4.04267e-27,463,0,0,0,0,0,46,235,16,0,0,0,0
38,-1,2.93933e-28,460,1,1,0,0,0,83,236,16,0,0,0,0
39,-1,0,462,1,1,0,0,0,83,236,16,0,0,0,0
40,-1,3.56911e-37,463,1,1,0,0,0,83,236,16,0,0,0,0
41,-1,0,463,1,1,0,0,0,83,236,16,0,0,0,0
42,-1,4.96319e-32,459,3,3,0,0,0,83,236,15,0,0,0,0
43,-1,4.63719e-34,461,1,1,0,0,0,83,243,15,0,0,0,0
44,-1,0,461,1,1,0,0,0,83,236,16,0,0,0,0
45,-1,1.52428e-30,465,0,0,0,0,0,46,252,16,0,0,0,0
46,-1,3.58046e-37,461,1,1,0,0,0,83,271,16,0,0,0,0
47,-1,3.1129e-27,461,1,1,0,0,0,117,236,16,0,0,0,0
48,-1,1.45549e-31,464,1,1,0,0,0,83,236,16,0,0,0,0
49,-1,0,464,2,2,0,0,0,83,251,17,0,0,0,0
50,-1,7.84727e-43,461,1,1,0,0,0,83,270,16,0,0,0,0
51,-1,0,461,1,1,0,0,0,83,236,16,0,0,0,0
52,-1,0,466,0,0,0,0,0,46,252,16,0,0,0,0
53,-1,1.2889e-33,461,5,2,0,1,1,83,236,15,0,0,0,0
54,-1,7.46543e-34,464,1,1,0,0,0,83,236,16,0,0,0,0
55,-1,3.46741e-35,463,1,1,0,0,0,83,236,16,0,0,0,0
56,-1,1.7264e-42,463,0,0,0,0,0,46,252,16,0,0,0,0
57,-1,0,461,0,0,0,0,0,46,235,15,0,0,0,0
58,-1,0,461,0,0,0,0,0,88,185,17,0,0,0,0
59,-1,3.85997e-35,459,1,1,0,0,0,83,236,16,0,0,0,0
60,-1,2.70282e-28,461,1,1,0,0,0,83,236,16,0,0,0,0
61,-1,0,462,0,0,0,0,0,46,184,16,0,0,0,0
62,-1,4.48816e-36,462,1,1,0,0,0,83,236,15,0,0,0,0
63,-1,9.14126e-29,466,1,1,0,0,0,83,236,16,0,0,0,0
64,-1,5.67784e-29,466,1,1,0,0,0,46,51,16,0,0,0,0
65,-1,0,461,0,0,0,0,0,71,235,15,0,0,0,0
66,-1,8.23374e-35,461,1,1,0,0,0,83,236,16,0,0,0,0
67,-1,0,461,1,1,0,0,0,83,236,16,0,0,0,0
68,-1,0,466,1,1,0,0,0,51,185,16,0,0,0,0
69,-1,0,463,1,1,0,0,0,83,236,16,0,0,0,0
70,-1,0,461,1,1,0,0,0,83,236,16,0,0,0,0
71,-1,1.79366e-43,461,1,1,0,0,0,83,236,16,0,0,0,0
72,-1,1.91834e-31,459,0,0,0,0,0,83,236,17,0,0,0,0
73,-1,0,462,1,1,0,0,0,83,236,16,0,0,0,0
74,-1,3.14719e-29,462,0,0,0,0,0,46,184,16,0,0,0,0
